"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://irishealing.com/","text/html; charset=UTF-8","200","OK","Indexable","","Iris Healing - Los Angeles Rehab & Addiction Treatment","54","492","Premier California Addiction Treatment","38","241","","0","Addiction Treatment Center in Woodland Hills","44","","0","Most PPO & HMO Insurance Plans Accepted","39","Holistic, Luxury, Drug & Alcohol Rehab in Los Angeles","53","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/","","","","","","341309","65671","65671","25.157","","1818","385","4.722","56.621","Fairly Hard","4.407","0","0","","2408","477","0","100.000","348","81","0","24","16","0","","","","","3231a9234f963c7b3400a846a266d585","0.245","Sat, 20 Dec 2025 00:01:51 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/","2026-03-23 08:39:49"
"https://irishealing.com/sitemap_index.xml","text/xml; charset=UTF-8","200","OK","Non-Indexable","noindex","","0","0","","0","0","","0","","0","","0","","0","","0","","noindex","","","","","","","","655","330","330","0.126","","0","","","","","0.000","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","19ffd3ca0f8f657716f577a82027b27b","0.101","","","","","","1.1","","","","","","https://irishealing.com/sitemap_index.xml","2026-03-23 08:39:49"
"https://irishealing.com/wp-content/themes/boliin/assets/js/jquery.cookie.js?ver=6.9.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.161","Sat, 24 Aug 2024 15:23:53 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/themes/boliin/assets/js/jquery.cookie.js?ver=6.9.1","2026-03-23 08:39:49"
"https://irishealing.com/wp-content/uploads/elementor/css/post-75.css?ver=1774229120","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.170","Mon, 23 Mar 2026 01:25:20 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/uploads/elementor/css/post-75.css?ver=1774229120","2026-03-23 08:39:49"
"https://irishealing.com/wp-content/themes/boliin/assets/js/magnific/magnific-popup.css?ver=6.9.1","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.080","Sat, 24 Aug 2024 15:23:53 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/themes/boliin/assets/js/magnific/magnific-popup.css?ver=6.9.1","2026-03-23 08:39:50"
"https://irishealing.com/wp-content/uploads/2023/01/IRIS_optimized.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4718","4718","4718","1.807","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.290","Thu, 29 Aug 2024 12:54:53 GMT","","","","","1.1","","","","","","https://irishealing.com/wp-content/uploads/2023/01/IRIS_optimized.webp","2026-03-23 08:39:50"
"https://irishealing.com/addiction-treatment/heroin/","text/html; charset=UTF-8","200","OK","Indexable","","Heroin Addiction Treatment Center in Woodland Hills, CA | Iris Healing","70","622","Iris Healing’s heroin addiction treatment center in Woodland Hills offers evidence-based and holistic treatments - detox, therapy, spiritual care - to support full recovery.","173","1025","","0","Compassionate Heroin Addiction Treatment Center in Woodland Hills","65","","0","Heroin Addiction Treatment Center","33","Table of Contents","17","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/addiction-treatment/heroin/","","","","","","298468","62242","62242","23.844","","2090","429","4.872","53.091","Fairly Hard","5.599","1","2","","1941","477","0","100.000","316","79","0","23","15","0","","","","","69cf91ebb269199c8a4a6682296ecbe7","0.449","Thu, 05 Feb 2026 03:38:19 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/addiction-treatment/heroin/","2026-03-23 08:39:50"
"https://irishealing.com/drug-rehab-in-los-angeles/","text/html; charset=UTF-8","200","OK","Indexable","","Drug Rehab in Los Angeles | Iris Healing®","41","369","Iris Healing offers Drug Rehab in Los Angeles, CA. Start your recovery journey today by calling 844-663-4747.","109","670","","0","Top Drug Rehab in Los Angeles","29","","0","Drug Rehab in Los Angeles","25","24/7 Drug Rehab in Los Angeles – Reclaim Your Life in the City of Angels","72","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/drug-rehab-in-los-angeles/","","","","","","280406","62655","62655","24.002","","2564","423","6.061","57.417","Fairly Hard","6.938","1","1","","1912","477","0","100.000","292","69","0","22","14","0","","","","","e0ca440c2e943791f892b5771a7f5566","0.918","Wed, 03 Sep 2025 21:28:36 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/drug-rehab-in-los-angeles/","2026-03-23 08:39:49"
"https://irishealing.com/mental-health-treatment-los-angeles/","text/html; charset=UTF-8","200","OK","Indexable","","Mental Health Treatment Centers in Los Angeles | Iris Rehab","59","539","Our mental health treatment centers in Los Angeles provides proven and holistic treatment for long-term success. Call Iris Healing at 844-663-4747.","147","908","","0","How Do We Treat Mental Illness?","31","","0","Mental Health Treatment Centers in Los Angeles, CA","50","What Is Mental Health Treatment?","32","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/mental-health-treatment-los-angeles/","","","","","","256397","57766","57766","22.129","","1924","347","5.545","45.242","Hard","6.327","1","1","","2059","477","0","100.000","319","83","0","23","15","0","","","","","1fd47b3b8b9c411d65e4b2e67736996d","0.953","Wed, 28 Jan 2026 19:14:57 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/mental-health-treatment-los-angeles/","2026-03-23 08:39:50"
"https://irishealing.com/addiction-treatment/drug-rehab-los-angeles/","text/html; charset=UTF-8","200","OK","Indexable","","Drug Rehab in Los Angeles, CA | Iris Healing®","45","404","At Iris Healing Retreat, our drug rehab in Los Angeles offers long-term healing with sustainable and holistic approaches. Call 844-663-4747 today.","146","896","","0","Trusted Drug Rehab Services in Los Angeles at Iris Healing","58","","0","Drug Rehab in Los Angeles","25","What is Drug Rehab?","19","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://irishealing.com/addiction-treatment/drug-rehab-los-angeles/","","","","","","296063","62387","62387","23.899","","2097","364","5.761","47.279","Hard","5.759","1","2","","1922","477","0","100.000","290","69","0","23","15","0","","","","","c9351ddc0aaae74d4811c33657baa868","0.962","Sun, 26 Jan 2025 17:15:01 GMT","","","","en-US","1.1","","","","","","https://irishealing.com/addiction-treatment/drug-rehab-los-angeles/","2026-03-23 08:39:50"
